TargetId,SuiteId,CommitSha,TestStatus,EvidenceStatus,TestedAtUtc,LimitationCode,EvidenceReference
SQL2022-LINUX,FILTER_OUTPUT,7e3ba1a4e2fa79761c2daf24bee23dd73feed297,PASS,INDEPENDENTLY_VERIFIED,2026-07-18T07:59:12Z,ACTIONS_SYNTHETIC_TARGET,https://github.com/gecompat/SQL_Server_Analyze/actions/runs/29636655029
SQL2022-LINUX,SPECIAL_CASE_API,7e3ba1a4e2fa79761c2daf24bee23dd73feed297,PASS,INDEPENDENTLY_VERIFIED,2026-07-18T07:59:12Z,ACTIONS_SYNTHETIC_TARGET,https://github.com/gecompat/SQL_Server_Analyze/actions/runs/29636655029
SQL2019-LINUX,RELEASE_GATE_ALL,7e3ba1a4e2fa79761c2daf24bee23dd73feed297,PASS,INDEPENDENTLY_VERIFIED,2026-07-18T07:59:08Z,ACTIONS_SYNTHETIC_TARGET,https://github.com/gecompat/SQL_Server_Analyze/actions/runs/29636655031
SQL2019-LINUX,SPECIAL_CASE_RUNTIME,7e3ba1a4e2fa79761c2daf24bee23dd73feed297,PASS_WITH_LIMITATIONS,INDEPENDENTLY_VERIFIED,2026-07-18T07:59:08Z,ACTIONS_SYNTHETIC_TARGET,https://github.com/gecompat/SQL_Server_Analyze/actions/runs/29636655031
SQL2019-LINUX,P0_RUNTIME,7e3ba1a4e2fa79761c2daf24bee23dd73feed297,PASS_WITH_LIMITATIONS,INDEPENDENTLY_VERIFIED,2026-07-18T07:59:08Z,ACTIONS_SYNTHETIC_P0,https://github.com/gecompat/SQL_Server_Analyze/actions/runs/29636655031
SQL2022-LINUX,SPECIAL_CASE_RUNTIME,7e3ba1a4e2fa79761c2daf24bee23dd73feed297,PASS_WITH_LIMITATIONS,INDEPENDENTLY_VERIFIED,2026-07-18T07:59:12Z,ACTIONS_SYNTHETIC_TARGET,https://github.com/gecompat/SQL_Server_Analyze/actions/runs/29636655029
SQL2022-LINUX,P0_RUNTIME,7e3ba1a4e2fa79761c2daf24bee23dd73feed297,PASS_WITH_LIMITATIONS,INDEPENDENTLY_VERIFIED,2026-07-18T07:59:12Z,ACTIONS_SYNTHETIC_P0,https://github.com/gecompat/SQL_Server_Analyze/actions/runs/29636655029
SQL2025-LINUX,RELEASE_GATE_ALL,7e3ba1a4e2fa79761c2daf24bee23dd73feed297,PASS,INDEPENDENTLY_VERIFIED,2026-07-18T07:59:29Z,ACTIONS_SYNTHETIC_TARGET,https://github.com/gecompat/SQL_Server_Analyze/actions/runs/29636655044
SQL2025-LINUX,SPECIAL_CASE_RUNTIME,7e3ba1a4e2fa79761c2daf24bee23dd73feed297,PASS_WITH_LIMITATIONS,INDEPENDENTLY_VERIFIED,2026-07-18T07:59:29Z,ACTIONS_SYNTHETIC_TARGET,https://github.com/gecompat/SQL_Server_Analyze/actions/runs/29636655044
SQL2025-LINUX,P0_RUNTIME,7e3ba1a4e2fa79761c2daf24bee23dd73feed297,PASS_WITH_LIMITATIONS,INDEPENDENTLY_VERIFIED,2026-07-18T07:59:29Z,ACTIONS_SYNTHETIC_P0,https://github.com/gecompat/SQL_Server_Analyze/actions/runs/29636655044
SQL2025-LINUX,REGEX_MATRIX,7e3ba1a4e2fa79761c2daf24bee23dd73feed297,PASS,INDEPENDENTLY_VERIFIED,2026-07-18T07:59:29Z,ACTIONS_SYNTHETIC_REGEX_CONTRACT,https://github.com/gecompat/SQL_Server_Analyze/actions/runs/29636655044
